08/01/2023,LO,1,,I,SPH,NE,12.79
08/01/2023,LO,2,,I,SPH,NE,12.79
08/01/2023,LO,1,,I,SPH,NW,16.39
08/01/2023,LO,2,,I,SPH,NW,16.39
08/01/2023,LO,1,,I,SPH,SC,6.98
08/01/2023,LO,2,,I,SPH,SC,6.98
08/01/2023,LO,1,,I,SPH,SE,19.12
08/01/2023,LO,2,,I,SPH,SE,19.12
08/01/2023,LO,1,,I,SPH,SW,21.07
08/01/2023,LO,2,,I,SPH,SW,21.07
08/01/2023,SP,,,C,SDT,ACR,6.43
08/01/2023,SP,,,C,SPH,ACR,4.28
08/01/2023,SP,1,,I,SDT,NC,23.33
08/01/2023,SP,2,,I,SDT,NC,23.33
08/01/2023,SP,1,,I,SDT,NE,17.39
08/01/2023,SP,2,,I,SDT,NE,17.39
08/01/2023,SP,1,,I,SDT,NW,16.83
08/01/2023,SP,2,,I,SDT,NW,16.83
08/01/2023,SP,1,,I,SDT,SC,10.92
08/01/2023,SP,2,,I,SDT,SC,10.92
08/01/2023,SP,1,,I,SDT,SE,25.45
08/01/2023,SP,2,,I,SDT,SE,25.45
08/01/2023,SP,1,,I,SDT,SW,29.99
08/01/2023,SP,2,,I,SDT,SW,29.99
08/01/2023,SP,1,,I,SFD,NC,17.48
08/01/2023,SP,2,,I,SFD,NC,17.48
08/01/2023,SP,1,,I,SFD,NE,13.03
08/01/2023,SP,2,,I,SFD,NE,13.03
08/01/2023,SP,1,,I,SFD,NW,12.61
08/01/2023,SP,2,,I,SFD,NW,12.61
08/01/2023,SP,1,,I,SFD,SC,8.18
08/01/2023,SP,2,,I,SFD,SC,8.18
08/01/2023,SP,1,,I,SFD,SE,19.07
08/01/2023,SP,2,,I,SFD,SE,19.07
08/01/2023,SP,1,,I,SFD,SW,22.47
08/01/2023,SP,2,,I,SFD,SW,22.47
08/01/2023,SP,1,,I,SPH,NC,18.74
08/01/2023,SP,2,,I,SPH,NC,18.74
08/01/2023,SP,1,,I,SPH,NE,13.97
08/01/2023,SP,2,,I,SPH,NE,13.97
08/01/2023,SP,1,,I,SPH,NW,13.52
08/01/2023,SP,2,,I,SPH,NW,13.52
08/01/2023,SP,1,,I,SPH,SC,8.77
08/01/2023,SP,2,,I,SPH,SC,8.77
08/01/2023,SP,1,,I,SPH,SE,20.44
08/01/2023,SP,2,,I,SPH,SE,20.44
08/01/2023,SP,1,,I,SPH,SW,24.09
08/01/2023,SP,2,,I,SPH,SW,24.09
08/01/2023,WB,,,C,SDT,ACR,11.72
08/01/2023,WB,,,C,SPH,ACR,7.33
08/01/2023,WH,,,C,SDT,ACR,11.72
08/01/2023,WH,,,C,SPH,ACR,7.33
08/01/2023,WH,1,,I,SDT,SC,8.48
08/01/2023,WH,2,,I,SDT,SC,8.48
08/01/2023,WH,1,,I,SDT,SE,18.5
08/01/2023,WH,2,,I,SDT,SE,18.5
08/01/2023,WH,1,,I,SDT,SW,2.63
08/01/2023,WH,2,,I,SDT,SW,2.63
08/01/2023,WH,1,,I,SFD,SC,6.76
08/01/2023,WH,2,,I,SFD,SC,6.76
08/01/2023,WH,1,,I,SFD,SE,15.33
08/01/2023,WH,2,,I,SFD,SE,15.33
08/01/2023,WH,1,,I,SFD,SW,2.18
08/01/2023,WH,2,,I,SFD,SW,2.18
08/01/2023,WH,1,,I,SPH,SC,6.83
08/01/2023,WH,2,,I,SPH,SC,6.83
08/01/2023,WH,1,,I,SPH,SE,17.3
08/01/2023,WH,2,,I,SPH,SE,17.3
08/01/2023,WH,1,,I,SPH,SW,2.46
08/01/2023,WH,2,,I,SPH,SW,2.46
08/01/2023,YE,,,C,SDT,ACR,11.72
08/01/2023,YE,,,C,SPH,ACR,7.33
08/01/2023,YE,1,,I,SDT,SC,8.48
08/01/2023,YE,2,,I,SDT,SC,8.48
08/01/2023,YE,1,,I,SDT,SE,17.9
08/01/2023,YE,2,,I,SDT,SE,17.9
08/01/2023,YE,1,,I,SDT,SW,25.87
08/01/2023,YE,2,,I,SDT,SW,25.87
08/01/2023,YE,1,,I,SFD,SC,6.76
08/01/2023,YE,2,,I,SFD,SC,6.76
08/01/2023,YE,1,,I,SFD,SE,15.62
08/01/2023,YE,2,,I,SFD,SE,15.62
08/01/2023,YE,1,,I,SFD,SW,20.62
08/01/2023,YE,2,,I,SFD,SW,20.62
08/01/2023,YE,1,,I,SPH,SC,6.83
08/01/2023,YE,2,,I,SPH,SC,6.83
08/01/2023,YE,1,,I,SPH,SE,15.25
08/01/2023,YE,2,,I,SPH,SE,15.25
08/01/2023,YE,1,,I,SPH,SW,20.83
08/01/2023,YE,2,,I,SPH,SW,20.83
